year,Base case cost,Modeled residential energy efficiency
2017,111679.288866,109077.497135
2018,116944.550593,113980.364874
2019,124114.268688,120680.925469
2020,127475.074046,123790.504738
2021,129715.610951,125844.899168
2022,131283.986784,127266.714076
2023,132516.282082,128372.89596
2024,133412.496844,129163.413276
2025,134532.765296,130166.533214
2026,135877.087439,131382.225692
2027,156777.234914,152167.701966
2028,157940.66301,153224.021391
2029,159362.630683,154527.313167
2030,160267.519202,155340.134689
2031,161818.756663,156768.582111
2032,163369.994125,158198.116635
2033,164921.231587,159628.712785
2034,166601.738837,161183.248218
2035,167635.897144,162124.283388
2036,169316.404394,163680.819979
