year,Base case cost,Modeled non-residential energy efficiency
2017,146058.666505,152008.640403
2018,154264.637755,159310.922495
2019,165438.726265,169410.663761
2020,170676.580254,173943.781826
2021,174168.482914,176845.993036
2022,176612.814775,178773.073901
2023,178533.361238,180216.808664
2024,179930.122302,181176.994693
2025,181676.073632,182473.42034
2026,183771.215227,184105.89236
2027,185517.166557,185418.233047
2028,187088.522754,186574.25536
2029,189009.069216,188065.771059
2030,190231.235147,188908.620916
2031,192326.376743,190578.608509
