year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,5869,0,0,0,96419
2004,,0,0,0,0,0,91924
2005,,0,0,0,0,0,101619
2006,,0,0,0,0,0,101746
2007,,0,0,0,0,0,96258
2008,,0,0,0,0,0,80944
2009,,0,0,0,0,0,65599
2010,,0,0,0,0,0,0
2011,,0,0,0,0,0,0
2012,,0,0,0,0,0,75844
2013,,0,0,0,0,0,77269
2014,start of forecast,0,0,0,0,0,77000
2015,,0,0,0,0,0,77000
2016,,0,0,0,0,0,77000
2017,,0,0,0,0,0,77000
2018,,0,0,0,0,0,77000
2019,,0,0,0,0,0,77000
2020,,0,0,0,0,0,77000
2021,,0,0,0,0,0,78000
2022,,0,0,0,0,0,78000
2023,,0,0,0,0,0,78000
2024,,0,0,0,0,0,78000
2025,,0,0,0,0,0,78000
2026,,0,0,0,0,0,78000
2027,,0,0,0,0,0,78000
2028,,0,0,0,0,0,78000
2029,,0,0,0,0,0,78000
2030,,0,0,0,0,0,78000
2031,,0,0,0,0,0,78000
2032,,0,0,0,0,0,78000
2033,,0,0,0,0,0,78000
2034,,0,0,0,0,0,78000
2035,,0,0,0,0,0,79000
2036,,0,0,0,0,0,79000
2037,,0,0,0,0,0,79000
2038,,0,0,0,0,0,79000
2039,,0,0,0,0,0,79000
2040,,0,0,0,0,0,79000
