year,Base case cost,Modeled biomass for heat (cordwood)
2017,191054.898246,199049.184936
2018,202768.317789,208773.726415
2019,218723.477333,222155.326937
2020,226195.757029,228247.808816
2021,231170.436725,232199.259914
2022,234646.596421,234869.076284
2023,237382.906269,236911.123603
2024,239370.196116,238316.056987
2025,241856.505964,240157.369893
2026,244841.775812,242434.835679
2027,258020.719763,254982.506444
2028,260353.959611,256725.969884
2029,263207.699459,258926.649359
2030,265019.899307,260231.604408
2031,268133.559155,262669.810387
2032,271246.979003,265113.79867
2033,274360.158851,267563.428112
2034,277733.388699,270243.97569
2035,279804.958546,271802.847885
2036,283166.838242,274483.131273
