year,Base case cost,Modeled water and wastewater efficiency
2017,85027.152348,60021.0739103
2018,89849.9876496,63201.7519186
2019,96416.0818687,67554.1485458
2020,99494.4049843,69566.9080235
2021,101547.372595,70893.1851404
2022,102984.296286,71806.6465357
2023,104113.287618,72514.429205
2024,104934.52952,73016.7692233
2025,105960.795065,73657.8884247
2026,107192.072838,74437.7580063
2027,108219.89923,75084.1494413
2028,109143.184415,75659.1887212
2029,110271.980489,76373.8550835
2030,110990.418466,76813.8363832
2031,112221.375378,77598.8162561
