year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,8255.44,8108.12,13383.4,3483.31
2018,8255.44,8105.48,13383.4,3483.31
2019,8255.44,8102.36,13383.4,3483.31
2020,8255.44,8100.23,13383.4,3483.31
2021,8362.66,8097.95,13383.4,3483.31
2022,8362.66,8096.42,13383.4,3483.31
2023,8362.66,8095.19,13383.4,3483.31
2024,8362.66,8094.09,13383.4,3483.31
2025,8362.66,8092.99,13383.4,3483.31
2026,8362.66,8091.87,13383.4,3483.31
2027,8362.66,8088.96,13383.4,4564.32
2028,8362.66,8088.22,13383.4,4564.32
2029,8362.66,8086.89,13383.4,4564.32
2030,8362.66,8085.89,13383.4,4564.32
2031,8362.66,8084.88,13383.4,4564.32
2032,8362.66,8083.85,13383.4,4564.32
2033,8362.66,8082.84,13383.4,4564.32
2034,8362.66,8081.74,13383.4,4564.32
2035,8469.87,8080.56,13383.4,4564.32
2036,8469.87,8079.48,13383.4,4564.32
2037,8469.87,8078.08,13383.4,4564.32
2038,8469.87,8076.39,13383.4,4564.32
2039,8469.87,8073.96,13383.4,4564.32
2040,8469.87,8072.4,13383.4,5645.33
