year,annotation,consumption kWh,residential kWh,non-residential kWh
2003,,2539080.0,1003565.0,1535515.0
2004,,2446274.0,1027794.0,1418480.0
2005,,2360818.0,978321.0,1382497.0
2006,,2662256.0,982189.0,1680067.0
2007,,2820765.0,1000547.0,1820218.0
2008,,3027125.0,1043970.0,1983155.0
2009,,2908714.0,1056878.0,1851836.0
2010,,2734763.0,1031563.0,1703200.0
2011,,2726216.0,1086331.0,1639885.0
2012,,3113176.0,1166390.0,1946786.0
2013,,2772968.0,1143085.0,1629883.0
2014,start of forecast,2927837.0,1188986.0,1738851.0
2015,,2937681.0,1198829.0,1738851.0
2016,,2938409.0,1199558.0,1738851.0
2017,,2939895.0,1201044.0,1738851.0
2018,,2939450.0,1200598.0,1738851.0
2019,,2949867.0,1211016.0,1738851.0
2020,,2949704.0,1210853.0,1738851.0
2021,,2958947.0,1220095.0,1738851.0
2022,,2972865.0,1234013.0,1738851.0
2023,,2988909.0,1250058.0,1738851.0
2024,,3007955.0,1269104.0,1738851.0
2025,,3017731.0,1278879.0,1738851.0
2026,,3023887.0,1285035.0,1738851.0
2027,,3027065.0,1288214.0,1738851.0
2028,,3030387.0,1291536.0,1738851.0
2029,,3040971.0,1302120.0,1738851.0
2030,,3051503.0,1312651.0,1738851.0
2031,,3046077.0,1307226.0,1738851.0
2032,,3049739.0,1310887.0,1738851.0
2033,,3046837.0,1307986.0,1738851.0
2034,,3050057.0,1311205.0,1738851.0
2035,,3055910.0,1317059.0,1738851.0
2036,,3057910.0,1319059.0,1738851.0
2037,,3060782.0,1321931.0,1738851.0
2038,,3044652.0,1305801.0,1738851.0
2039,,3047459.0,1308608.0,1738851.0
2040,,3044054.0,1305203.0,1738851.0
