year,Base case cost,Modeled non-residential energy efficiency
2017,1737490.93685,1694675.76466
2018,1825015.10317,1769089.40128
2019,1950466.40824,1877542.87635
2020,2005898.38025,1923413.40046
2021,2046742.9912,1956314.86702
2022,2075917.71331,1978856.58699
2023,2099257.491,1996259.28801
2024,2113844.85205,2005909.6395
2025,2134267.15753,2020862.56749
2026,2160524.40743,2041116.20074
2027,2180946.7129,2056223.2381
2028,2198451.54617,2068793.26349
2029,2221791.32386,2086658.63945
2030,2236378.68491,2096760.82196
2031,2262635.93481,2117377.72802
