year,Base case cost,Modeled diesel efficiency
2019,745840.004221,958820.111663
2020,788109.492853,990666.050498
2021,822300.668736,1015322.30778
2022,848921.847052,1033247.37324
2023,871741.006983,1047863.15222
2024,888858.227976,1057438.99669
2025,907764.121114,1068781.18645
2026,930475.454851,1083719.85953
2027,947475.844105,1093600.54596
2028,962503.354002,1101818.35136
2029,984375.400429,1116386.04626
2030,999423.057485,1124874.34423
2031,1018347.25468,1137008.44279
2032,1038182.67256,1150089.74527
2033,1058029.34844,1163297.31894
2034,1079895.48506,1178454.08301
2035,1095885.92922,1188379.96961
2036,1120169.09349,1205952.76018
2037,1132865.31467,1213097.50083
2038,1149903.48605,1224292.53014
