year,Base case diesel consumed,Modeled diesel efficiency
2019,223975.977244,203614.524767
2020,223894.742288,203540.674807
2021,224672.313862,204247.558057
2022,225777.086982,205251.897256
2023,227015.887235,206378.079305
2024,228498.25912,207725.690109
2025,229233.363918,208393.967198
2026,229747.025889,208860.932627
2027,229969.865074,209063.513704
2028,230263.960287,209330.872989
2029,231074.037659,210067.306963
2030,231884.700113,210804.27283
2031,231442.557883,210402.325348
2032,231737.203696,210670.185178
2033,231516.268805,210469.335278
2034,231737.228553,210670.207775
2035,232179.222293,211072.020266
2036,232400.226864,211272.933513
2037,232621.214512,211473.831374
2038,231368.910673,210335.373339
