year,Base case diesel consumed,Modeled wind power
2019,229417.655289,152634.398602
2020,229506.096945,152722.840258
2021,229506.096945,152722.840258
2022,229594.538601,152811.281914
2023,229682.980257,152899.72357
2024,229771.421913,152988.165226
2025,229859.863568,153076.606882
2026,229948.305224,153165.048538
2027,230036.74688,153253.490193
2028,230125.188536,153341.931849
2029,230213.630192,153430.373505
2030,230302.071848,153518.815161
2031,230478.955159,153695.698473
2032,230567.396815,153784.140129
2033,230567.396815,153784.140129
2034,230744.280127,153961.02344
2035,230832.721783,154049.465096
2036,230921.163439,154137.906752
2037,231009.605095,154226.348408
2038,231098.04675,154314.790064
