year,Base case diesel consumed,Modeled non-residential ashp
2017,69691.2530738,34819.5361277
2018,69691.2530738,34819.5361277
2019,69691.2530738,34819.5361277
2020,69691.2530738,34819.5361277
2021,67964.5919783,33092.8750322
2022,67964.5919783,33092.8750322
2023,67964.5919783,33092.8750322
2024,67964.5919783,33092.8750322
2025,66237.9308829,31366.2139368
2026,66237.9308829,31366.2139368
2027,66237.9308829,31366.2139368
2028,64511.2697874,29639.5528413
2029,64511.2697874,29639.5528413
2030,64511.2697874,29639.5528413
2031,62784.608692,27912.8917459
