year,Base case cost,Modeled non-residential energy efficiency
2017,1790055.76124,1695031.5233
2018,1907207.23889,1795021.36481
2019,2072284.32105,1935916.14149
2020,2149497.79496,2001818.53704
2021,2205411.0002,2049540.9614
2022,2245349.00395,2083628.40737
2023,2274636.87336,2108625.86775
2024,2298599.67561,2129078.33533
2025,2325225.01144,2151803.29931
2026,2359837.94802,2181345.75248
2027,2389125.81744,2206343.21286
2028,2413088.61969,2226795.68045
2029,2447701.55627,2256338.13362
2030,2466339.29135,2272245.60841
2031,2500952.22793,2301788.06158
