year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,116239.056371,86016.9017144
2018,116239.056371,86016.9017144
2019,116239.056371,86016.9017144
2020,116239.056371,86016.9017144
2021,116239.056371,86016.9017144
2022,116239.056371,86016.9017144
2023,116239.056371,86016.9017144
2024,116239.056371,86016.9017144
2025,116239.056371,86016.9017144
2026,116239.056371,86016.9017144
2027,116239.056371,86016.9017144
2028,116239.056371,86016.9017144
2029,116239.056371,86016.9017144
2030,116239.056371,86016.9017144
2031,116239.056371,86016.9017144
