year,Base case cost,Modeled residential energy efficiency
2017,3363269.87775,3636433.32837
2018,3343043.81607,3563778.19298
2019,3595927.98921,3750650.47832
2020,3730943.37271,3846722.12966
2021,3833547.7236,3918855.5895
2022,4008526.82483,4066020.17116
2023,4207971.57579,4243784.05748
2024,4540789.82776,4555238.99863
2025,4867949.81251,4861345.78454
2026,5208467.82565,5178790.05165
2027,5427106.92663,5375812.84784
2028,5605367.74553,5533907.87119
2029,7178328.94388,7084661.92863
2030,8706600.74594,8595648.80652
2031,10048337.4986,9914561.13642
