year,Base case cost,Modeled water and wastewater efficiency
2017,42390.1031793,141960.797396
2018,44990.971612,140986.45401
2019,50085.7228859,141737.464506
2020,52597.2080519,140857.622569
2021,54336.258396,139531.519782
2022,56354.9707924,138456.673946
2023,58087.3430676,137256.27412
2024,60587.9512549,136628.936029
2025,63087.4314712,136053.766481
2026,65847.4707841,135700.996138
2027,67802.563162,134858.525975
2028,69442.9035117,133856.120771
2029,79469.1333005,138544.106653
2030,88912.8823444,142894.476652
2031,97793.2174024,146893.295905
