year,Base case cost,Modeled non-residential energy efficiency
2017,5847663.22043,5761426.6908
2018,6140330.16423,6033646.39783
2019,6542747.21195,6415521.55263
2020,6734809.89382,6588512.62302
2021,6862851.68173,6698222.71178
2022,6972601.78565,6790146.01817
2023,7036622.67961,6836970.32561
2024,7100643.57356,6884190.29254
2025,7164664.46752,6931796.64671
2026,7246977.04546,6997981.99513
2027,7320143.78141,7055434.99962
2028,7384164.67537,7104147.02314
2029,7466477.25331,7171412.12722
2030,7512206.46328,7202617.08635
2031,7603664.88322,7279661.33965
