year,Base case cost,Modeled residential energy efficiency
2017,194367.955167,205490.530939
2018,200663.392981,209676.661562
2019,214964.709381,221300.424365
2020,219188.076854,223918.62399
2021,222285.213001,225662.044471
2022,224537.675653,226753.235871
2023,226227.022643,227414.75761
2024,227634.8118,227869.178232
2025,229042.600958,228339.075192
2026,231013.505779,229269.983543
2027,232702.852768,229992.702395
2028,234110.641926,230506.885823
2029,229950.864548,225408.969418
2030,225165.226354,219816.155836
2031,227026.327159,220707.678009
2032,229153.299507,221819.571759
2033,231014.400312,222737.004632
2034,239257.163924,229989.993058
2035,240352.022674,230341.721069
2036,236331.831183,225355.885612
