year,Base case diesel consumed,Modeled residential ashp
2017,51202.9602786,26168.3452667
2018,51202.9602786,26168.3452667
2019,52707.5342837,27672.9192717
2020,52707.5342837,27672.9192717
2021,52707.5342837,27672.9192717
2022,52707.5342837,27672.9192717
2023,52707.5342837,27672.9192717
2024,52707.5342837,27672.9192717
2025,52707.5342837,27672.9192717
2026,52707.5342837,27672.9192717
2027,52707.5342837,27672.9192717
2028,52707.5342837,27672.9192717
2029,51202.9602786,26168.3452667
2030,49698.3862736,24663.7712616
2031,49698.3862736,24663.7712616
