year,Base case cost,Modeled non-residential energy efficiency
2017,746021.400011,713878.648692
2018,769917.826013,734239.389763
2019,803858.884603,764412.071608
2020,819492.812806,776927.962648
2021,830806.499003,785379.423394
2022,839194.992206,791029.078744
2023,845297.369002,794580.166579
2024,850382.682999,797202.13955
2025,855719.987804,800064.48135
2026,862965.422804,804854.826981
2027,869067.7996,808619.030913
2028,874279.109001,811542.361675
2029,880507.481201,815499.014207
2030,884575.732398,817441.691106
2031,891821.167398,822477.26358
