year,Base case diesel consumed,Modeled residential ashp
2017,3098.34307965,-15987.2345193
2018,3098.34307965,-15987.2345193
2019,3098.34307965,-15987.2345193
2020,3098.34307965,-15987.2345193
2021,3098.34307965,-15987.2345193
2022,3280.79871896,-15804.77888
2023,3280.79871896,-15804.77888
2024,3280.79871896,-15804.77888
2025,3280.79871896,-15804.77888
2026,3280.79871896,-15804.77888
2027,3280.79871896,-15804.77888
2028,3280.79871896,-15804.77888
2029,3280.79871896,-15804.77888
2030,3463.25435826,-15622.3232407
2031,3463.25435826,-15622.3232407
