year,Base case cost,Modeled residential energy efficiency
2017,101478.927434,107623.515702
2018,113143.514162,117276.459052
2019,129473.935582,131015.457178
2020,137250.326734,137298.329879
2021,142693.80054,141556.269191
2022,154834.932848,152720.868259
2023,158118.755603,155138.182858
2024,160581.622669,156844.301478
2025,163454.967579,158922.341829
2026,167149.268178,161733.176485
2027,170022.613088,163832.055938
2028,172485.480154,165579.864453
2029,176179.780753,168420.86881
2030,187719.62905,179314.418727
2031,191608.854229,182369.300703
