year,annotation,diesel generation efficiency
2002,,0.71
2013,,10.81
2016,start of forecast,5.76
2017,,5.76
2018,,5.76
2019,,5.76
2020,,5.76
2021,,5.76
2022,,5.76
2023,,5.76
2024,,5.76
2025,,5.76
2026,,5.76
2027,,5.76
2028,,5.76
2029,,5.76
2030,,5.76
2031,,5.76
2032,,5.76
2033,,5.76
2034,,5.76
2035,,5.76
2036,,5.76
2037,,5.76
2038,,5.76
2039,,5.76
2040,,5.76
