year,Base case cost,Modeled diesel efficiency
2019,57701.2327673,192907.588972
2020,61764.6998636,193309.808039
2021,64609.126831,192680.961297
2022,67210.4403823,191906.446646
2023,68849.7194161,190330.93371
2024,70079.1786914,188454.711096
2025,71513.5478459,186834.940039
2026,73357.7367588,185656.25774
2027,74792.1059133,184171.931154
2028,76021.5651886,182566.673458
2029,77865.7541015,181584.080172
2030,79558.8653916,180526.466775
2031,81418.6830242,179681.26735
2032,83278.5006567,178895.504065
2033,85138.3182892,178167.783822
2034,87204.7823254,177684.60678
2035,88651.3071507,176693.20277
2036,90717.7711868,176319.436792
2037,91957.6496085,175247.019192
2038,94024.1136446,174977.595779
