year,Base case diesel consumed,Modeled non-residential ashp
2017,2480.64489581,-2912.06139943
2018,2480.64489581,-2912.06139943
2019,2480.64489581,-2912.06139943
2020,2480.64489581,-2912.06139943
2021,2480.64489581,-2912.06139943
2022,2480.64489581,-2912.06139943
2023,2480.64489581,-2912.06139943
2024,2480.64489581,-2912.06139943
2025,2480.64489581,-2912.06139943
2026,2480.64489581,-2912.06139943
2027,2480.64489581,-2912.06139943
2028,2480.64489581,-2912.06139943
2029,2480.64489581,-2912.06139943
2030,2480.64489581,-2912.06139943
2031,2480.64489581,-2912.06139943
