year,Base case cost,Modeled transmission and interties
2021,129218.253662,
2022,134420.880765,
2023,137699.438832,
2024,140158.357383,
2025,143027.095692,
2026,146715.473518,
2027,149584.211827,
2028,152043.130377,
2029,155731.508203,
2030,159117.730783,
2031,162837.366048,
2032,166557.001313,
2033,170276.636578,
2034,174409.564651,
2035,177302.614301,
2036,181435.542374,
2037,183915.299217,
2038,188048.227289,
2039,191354.569747,
2040,195900.790627,
