year,Base case cost,Modeled diesel efficiency
2019,582811.045259,849913.656961
2020,626168.322922,881827.361569
2021,658159.723379,903584.278712
2022,681389.898909,917548.153128
2023,701019.919769,928406.842499
2024,716346.369065,935516.946815
2025,733884.227099,944797.337522
2026,755542.098384,957979.361624
2027,773802.801019,968225.557215
2028,790548.142683,977243.084155
2029,809829.8047,988711.798569
2030,822081.317276,993931.500923
2031,845075.680665,1009056.13522
2032,870925.246733,1026911.86147
2033,898437.55636,1046411.45115
2034,928510.303492,1068367.88947
2035,950050.938628,1082694.01285
2036,980530.997638,1105270.07908
2037,1002019.37895,1119792.1994
2038,1034076.43165,1144039.68964
