year,Base case cost,Modeled residential energy efficiency
2017,1937071.69426,1893734.85509
2018,2067110.27938,1995001.60011
2019,2234090.5219,2124850.60623
2020,2320082.14912,2190049.57388
2021,2391323.89564,2245255.60514
2022,2439099.2625,2280205.44364
2023,2479220.16403,2309164.31526
2024,2520180.44701,2340623.26175
2025,2556824.53025,2367108.23845
2026,2601711.77497,2400404.02343
2027,2647676.68292,2436430.13823
2028,2680970.09704,2460662.96655
2029,2717559.72702,2485980.09449
2030,2747067.95819,2507404.83074
2031,2802397.35363,2551662.09799
2032,2858231.34577,2596520.64063
2033,2924129.04111,2651537.29919
2034,2995003.32826,2710850.84147
2035,3059454.99565,2766919.43516
2036,3131983.23865,2828064.90105
