year,Base case cost,Modeled water and wastewater efficiency
2017,86058.2465222,95199.3945282
2018,89761.6364929,97167.2807115
2019,94752.0394032,100091.556171
2020,97230.1689689,101199.293042
2021,99007.4715506,101811.664214
2022,100294.047986,102082.115026
2023,101351.91411,102201.082469
2024,102161.625778,102154.372728
2025,103097.497342,102214.446477
2026,104273.355998,102464.085515
2027,105227.544729,102565.852245
2028,106073.30641,102602.14553
2029,107173.664617,102839.632945
2030,107827.337634,102763.907746
2031,109027.63959,103098.495628
