year,Base case cost,Modeled non-residential energy efficiency
2017,1678664.26491,1617689.76106
2018,1775027.38697,1696403.47273
2019,1906723.65378,1806360.95523
2020,1970965.73515,1857084.22036
2021,2015935.19211,1890979.97714
2022,2048056.2328,1913699.69127
2023,2073753.06534,1930894.90351
2024,2093025.68975,1942562.56315
2025,2115510.41823,1957181.68793
2026,2144419.35485,1977576.70077
2027,2166904.08333,1992435.43132
2028,2186176.70774,2004582.43728
2029,2215085.64436,2025324.33829
2030,2231146.1647,2034867.16219
2031,2260055.10132,2055826.98338
