year,Base case diesel consumed,Modeled biomass for heat (pellet)
2017,60964.0,43488.924338
2018,60964.0,43488.924338
2019,60964.0,43488.924338
2020,60964.0,43488.924338
2021,60964.0,43488.924338
2022,60964.0,43488.924338
2023,60964.0,43488.924338
2024,60964.0,43488.924338
2025,60964.0,43488.924338
2026,60964.0,43488.924338
2027,60964.0,43488.924338
2028,60964.0,43488.924338
2029,60964.0,43488.924338
2030,60964.0,43488.924338
2031,60964.0,43488.924338
2032,,
2033,,
2034,,
2035,,
2036,,
