year,Base case diesel consumed,Modeled residential ashp
2017,25092.7225478,-105695.267129
2018,25092.7225478,-105695.267129
2019,25092.7225478,-105695.267129
2020,24824.0390459,-105963.950631
2021,24555.3555439,-106232.634133
2022,24555.3555439,-106232.634133
2023,24286.672042,-106501.317635
2024,24017.98854,-106770.001137
2025,24017.98854,-106770.001137
2026,23749.3050381,-107038.684639
2027,23480.6215361,-107307.368141
2028,23211.9380342,-107576.051643
2029,22943.2545322,-107844.735145
2030,22674.5710303,-108113.418647
2031,22405.8875284,-108382.102149
