year,Base case cost,Modeled non-residential energy efficiency
2017,408948.879934,370114.053512
2018,430175.982198,388348.439396
2019,459264.97419,413635.446808
2020,474202.564672,426277.168373
2021,483636.832345,434011.496276
2022,491498.722073,440355.441541
2023,496215.855909,443901.652003
2024,500932.989746,447463.675248
2025,505650.123582,451041.140703
2026,511939.635364,456040.650045
2027,517442.958174,460351.404425
2028,522160.09201,463973.058656
2029,527663.41482,468312.239326
2030,531594.359683,471258.171817
2031,537883.871465,476327.943687
