year,Base case diesel consumed,Modeled residential energy efficiency
2017,130787.989546,94006.649263
2018,130787.989546,94006.649263
2019,130787.989546,94006.649263
2020,129387.560598,92606.2203149
2021,127987.13165,91205.7913667
2022,127987.13165,91205.7913667
2023,126586.702702,89805.3624186
2024,125186.273754,88404.9334704
2025,125186.273754,88404.9334704
2026,123785.844806,87004.5045223
2027,122385.415858,85604.0755741
2028,120984.986909,84203.646626
2029,119584.557961,82803.2176778
2030,118184.129013,81402.7887297
2031,116783.700065,80002.3597815
