year,Base case diesel consumed,Modeled non-residential ashp
2017,6459.56508895,-7582.96772716
2018,6459.56508895,-7582.96772716
2019,6459.56508895,-7582.96772716
2020,6459.56508895,-7582.96772716
2021,6459.56508895,-7582.96772716
2022,6459.56508895,-7582.96772716
2023,6459.56508895,-7582.96772716
2024,6459.56508895,-7582.96772716
2025,6459.56508895,-7582.96772716
2026,6459.56508895,-7582.96772716
2027,6459.56508895,-7582.96772716
2028,6459.56508895,-7582.96772716
2029,6459.56508895,-7582.96772716
2030,6459.56508895,-7582.96772716
2031,6459.56508895,-7582.96772716
