year,Base case diesel consumed,Modeled transmission and interties
2021,85824.5741387,0.0
2022,85824.5741387,0.0
2023,85824.5741387,0.0
2024,85824.5741387,0.0
2025,85824.5741387,0.0
2026,85824.5741387,0.0
2027,85824.5741387,0.0
2028,85824.5741387,0.0
2029,85824.5741387,0.0
2030,85824.5741387,0.0
2031,85824.5741387,0.0
2032,85824.5741387,0.0
2033,85824.5741387,0.0
2034,85824.5741387,0.0
2035,85824.5741387,0.0
2036,85824.5741387,0.0
2037,85824.5741387,0.0
2038,85824.5741387,0.0
2039,85824.5741387,0.0
2040,85824.5741387,0.0
