year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,0,1942615
2004,,0,0,0,0,0,1853630
2005,,0,0,0,0,0,1827671
2006,,0,0,0,0,0,1829204
2007,,0,0,0,0,0,1888284
2008,,0,0,119535,0,0,2059555
2009,,0,0,354000,0,0,1978649
2010,,0,0,304722,0,0,1811196
2011,,0,0,359924,0,0,1787526
2012,,0,0,242670,0,0,1934963
2013,,0,0,353559,0,0,1839422
2014,start of forecast,0,0,318718,0,0,1876282
2015,,0,0,304982,0,0,1913018
2016,,0,0,325753,0,0,1914247
2017,,0,0,316484,0,0,1945516
2018,,0,0,315740,0,0,1967260
2019,,0,0,319326,0,0,1985674
2020,,0,0,317183,0,0,2007817
2021,,0,0,317416,0,0,2026584
2022,,0,0,317975,0,0,2045025
2023,,0,0,317525,0,0,2064475
2024,,0,0,317639,0,0,2082361
2025,,0,0,317713,0,0,2100287
2026,,0,0,317625,0,0,2118375
2027,,0,0,317659,0,0,2135341
2028,,0,0,317666,0,0,2152334
2029,,0,0,317650,0,0,2172350
2030,,0,0,317658,0,0,2191342
2031,,0,0,317658,0,0,2209342
2032,,0,0,317656,0,0,2225344
2033,,0,0,317657,0,0,2240343
2034,,0,0,317657,0,0,2256343
2035,,0,0,317657,0,0,2272343
2036,,0,0,317657,0,0,2289343
2037,,0,0,317657,0,0,2307343
2038,,0,0,317657,0,0,2324343
2039,,0,0,317657,0,0,2340343
2040,,0,0,317657,0,0,2355343
