year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,171329.952157,126648.164596
2018,171329.952157,126648.164596
2019,171329.952157,126648.164596
2020,171329.952157,126648.164596
2021,171329.952157,126648.164596
2022,171329.952157,126648.164596
2023,171329.952157,126648.164596
2024,171329.952157,126648.164596
2025,171329.952157,126648.164596
2026,171329.952157,126648.164596
2027,171329.952157,126648.164596
2028,171329.952157,126648.164596
2029,171329.952157,126648.164596
2030,171329.952157,126648.164596
2031,171329.952157,126648.164596
