year,Base case diesel consumed,Modeled wind power
2019,148921.919738,123018.548901
2020,150582.560822,124679.189985
2021,151990.051749,126086.680912
2022,153373.106905,127469.736069
2023,154831.836575,128928.465738
2024,156173.263665,130269.892828
2025,157517.668864,131614.298027
2026,158874.19013,132970.819293
2027,160146.643155,134243.272319
2028,161421.104212,135517.733375
2029,162922.244422,137018.873585
2030,164346.594012,138443.223175
2031,165696.578858,139793.208021
2032,166896.742593,140993.371756
2033,168021.580223,142118.209386
2034,169221.57624,143318.205403
2035,170421.574754,144518.203917
2036,171696.516354,145793.145518
2037,173046.491998,147143.121161
2038,174321.463918,148418.093081
