year,Base case cost,Modeled non-residential energy efficiency
2017,1368788.13764,1401100.53305
2018,1436369.2328,1458822.26204
2019,1526477.35969,1537301.64177
2020,1569028.41961,1572267.03758
2021,1599064.46191,1595850.81782
2022,1619088.49011,1610346.08696
2023,1636609.51478,1622636.6659
2024,1649124.5324,1630425.09809
2025,1664142.55355,1640595.30526
2026,1681663.57822,1653145.26139
2027,1696681.59937,1663482.32371
2028,1709196.617,1671604.56014
2029,1726717.64167,1684396.08005
2030,1736729.65577,1690378.38037
2031,1754250.68044,1703321.65419
