year,Base case cost,Modeled wind power
2019,424427.471253,550061.362627
2020,454759.333682,572961.028186
2021,477248.762492,589206.106997
2022,493861.404235,600539.935181
2023,509396.74233,611099.163388
2024,521618.700642,618866.068686
2025,535560.074138,628210.704952
2026,551293.439752,639203.806905
2027,565317.650339,648782.998148
2028,577887.55308,657201.369047
2029,594666.192139,669459.393326
2030,606438.931905,677442.184463
2031,623019.136505,689639.76092
2032,640883.491556,702967.780277
2033,658644.594474,716257.564459
2034,676886.304959,730091.449327
2035,690207.377753,739727.556193
2036,709106.612544,754341.522096
2037,721603.871633,763493.78449
2038,742609.43629,780110.674579
