year,Base case cost,Modeled residential energy efficiency
2017,1538665.87902,1496950.7803
2018,1642327.3426,1576940.38552
2019,1784625.0178,1689930.81285
2020,1864584.90852,1752937.83964
2021,1931041.61668,1805796.05397
2022,1996697.63197,1860562.01809
2023,2049764.55732,1903516.25326
2024,2097125.65035,1942181.47495
2025,2148214.45748,1984060.29778
2026,2203176.77837,2029295.50959
2027,2255480.58265,2072637.37063
2028,2304980.07066,2113937.20904
2029,2361837.78711,2161426.91673
2030,2408921.75794,2201184.86014
2031,2466994.47153,2250115.15705
2032,2529329.49796,2302773.99709
2033,2580956.35288,2344830.96076
2034,2644716.97596,2399125.49645
2035,2698120.65481,2445092.30658
2036,2763290.67458,2500996.60493
