year,Base case diesel consumed,Modeled non-residential ashp
2017,40738.1745372,29974.9202832
2018,41990.1787924,31226.9245384
2019,43242.1830477,32478.9287936
2020,43242.1830477,32478.9287936
2021,44494.1873029,33730.9330488
2022,45746.1915581,34982.9373041
2023,46998.1958134,36234.9415593
2024,46998.1958134,36234.9415593
2025,48250.2000686,37486.9458145
2026,49502.2043238,38738.9500698
2027,49502.2043238,38738.9500698
2028,50754.208579,39990.954325
2029,52006.2128343,41242.9585802
2030,53258.2170895,42494.9628354
2031,53258.2170895,42494.9628354
