year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,35877.5142161,26856.3805199
2018,35877.5142161,26856.3805199
2019,35877.5142161,26856.3805199
2020,35877.5142161,26856.3805199
2021,35877.5142161,26856.3805199
2022,35877.5142161,26856.3805199
2023,35877.5142161,26856.3805199
2024,35877.5142161,26856.3805199
2025,35877.5142161,26856.3805199
2026,35877.5142161,26856.3805199
2027,35877.5142161,26856.3805199
2028,35877.5142161,26856.3805199
2029,35877.5142161,26856.3805199
2030,35877.5142161,26856.3805199
2031,35877.5142161,26856.3805199
