year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,10057.88,177240.38,197288.92,18130.29,130828.04,164731.36
2018,10727.42,188721.18,214953.92,19200.43,138118.02,178258.25
2019,11663.11,204866.06,238164.5,20684.57,148369.54,196159.56
2020,12110.2,212400.34,246005.15,21410.9,153153.58,202484.55
2021,12418.65,217423.19,258506.26,21928.72,156342.94,211622.67
2022,12672.38,221369.72,270125.09,22372.35,158848.87,220014.98
2023,12853.51,224239.92,280764.36,22683.71,160671.36,227596.95
2024,12994.22,226392.57,283199.13,22932.9,162038.23,229533.17
2025,13155.7,228904.0,293659.62,23214.78,163632.92,236943.04
2026,13361.54,232132.97,305126.29,23571.24,165683.22,245127.38
2027,13545.38,235003.17,308545.6,23890.74,167505.71,247823.75
2028,13693.19,237155.83,318978.66,24162.33,168872.58,255161.9
2029,13877.97,240026.03,330439.5,24484.55,170695.08,263288.88
2030,14021.57,242178.68,341153.61,24742.29,172061.95,270813.48
2031,14231.71,245407.65,345292.22,25111.72,174112.25,274040.52
2032,,,357645.31,,,282812.9
2033,,,370192.99,,,291714.37
2034,,,383427.52,,,301125.0
2035,,,386381.18,,,303405.44
2036,,,399896.77,,,313002.51
