year,Base case cost,Modeled non-residential energy efficiency
2017,308068.420245,316592.947079
2018,326839.196459,333103.733526
2019,353235.60051,356322.026966
2020,365553.9224,367157.230571
2021,373766.136994,374380.699641
2022,380218.591317,380056.282482
2023,384911.285371,384183.979094
2024,388430.805911,387279.751553
2025,392536.913208,390891.486088
2026,397816.194018,395535.144776
2027,402508.888071,399662.841387
2028,406028.408611,402758.613846
2029,410721.102665,406886.310458
2030,414240.623205,409982.082916
2031,419519.904015,414625.741604
