year,Base case cost,Modeled residential energy efficiency
2017,288198.324973,282287.35326
2018,305773.411212,297340.593617
2019,329939.15479,318038.799107
2020,340923.583689,327447.07433
2021,335868.330449,321256.990442
2022,341366.823418,325935.8835
2023,345173.472396,329175.117155
2024,348134.19938,331694.521109
2025,351940.848358,334933.754764
2026,356593.419332,338892.81812
2027,346483.889078,328215.872543
2028,349329.702953,330620.363388
2029,353395.151346,334055.350311
2030,355834.420381,336116.342464
2031,360306.413613,339894.828078
2032,350123.500487,329018.407335
2033,354414.915977,332616.315207
2034,358706.331467,336214.22308
2035,361437.232234,338503.800817
2036,366118.776405,342428.791223
