year,Base case diesel consumed,Modeled residential ashp
2017,30974.8427231,3972.34626799
2018,30974.8427231,3972.34626799
2019,30974.8427231,3972.34626799
2020,30974.8427231,3972.34626799
2021,29761.6097824,2759.11332732
2022,29761.6097824,2759.11332732
2023,29761.6097824,2759.11332732
2024,29761.6097824,2759.11332732
2025,29761.6097824,2759.11332732
2026,29761.6097824,2759.11332732
2027,28548.3768418,1545.88038665
2028,28548.3768418,1545.88038665
2029,28548.3768418,1545.88038665
2030,28548.3768418,1545.88038665
2031,28548.3768418,1545.88038665
