year,Base case cost,Modeled residential energy efficiency
2017,1167574.33584,1176670.84413
2018,1259197.58803,1246436.4492
2019,1367351.65586,1327820.04029
2020,1438628.64166,1383179.42781
2021,1488846.25112,1420444.06841
2022,1541699.80182,1462179.41231
2023,1577441.73389,1488634.49708
2024,1620813.57686,1523421.14559
2025,1667492.37522,1561086.77453
2026,1710286.95212,1593873.84662
2027,1758180.70631,1633015.4314
2028,1803746.21954,1670517.89658
2029,1855790.64846,1713495.87353
2030,1888867.27621,1739315.71986
2031,1942059.16342,1783678.53304
