year,population
2003,577.0
2004,573.0
2005,556.0
2006,584.0
2007,569.0
2008,543.0
2009,559.0
2010,563.0
2011,579.0
2012,588.0
2013,597.0
2014,605.0
2015,614.0
2016,623.0
2017,632.0
2018,642.0
2019,652.0
2020,662.0
2021,672.0
2022,682.0
2023,692.0
2024,702.0
2025,713.0
2026,724.0
2027,734.0
2028,745.0
2029,757.0
2030,769.0
2031,780.0
2032,790.0
2033,799.0
2034,809.0
2035,818.0
2036,828.0
2037,839.0
2038,849.0
2039,858.0
2040,867.0
