year,Base case cost,Modeled wind power
2019,360912.694514,579959.563802
2020,383868.649543,589994.465679
2021,400661.494164,595925.025203
2022,413759.586722,599452.877545
2023,423116.214516,600527.858852
2024,431251.638889,600903.670282
2025,440727.643581,602375.615377
2026,452853.667113,605868.323937
2027,462464.619602,607739.944752
2028,471101.278652,609146.595204
2029,482419.09834,612595.952875
2030,489593.575758,613168.563245
2031,501054.49943,617001.793358
2032,513639.493768,621693.668315
2033,526014.651695,626289.152716
2034,538460.990879,631066.605687
2035,547259.290697,633448.993166
2036,560149.029787,638883.691345
2037,569066.706503,641594.289095
2038,581788.873053,647065.353593
