year,Base case diesel consumed,Modeled non-residential ashp
2017,14990.1323754,-17597.111919
2018,14990.1323754,-17597.111919
2019,14990.1323754,-17597.111919
2020,14990.1323754,-17597.111919
2021,14990.1323754,-17597.111919
2022,14990.1323754,-17597.111919
2023,14990.1323754,-17597.111919
2024,14990.1323754,-17597.111919
2025,14990.1323754,-17597.111919
2026,14990.1323754,-17597.111919
2027,14990.1323754,-17597.111919
2028,14990.1323754,-17597.111919
2029,14990.1323754,-17597.111919
2030,14990.1323754,-17597.111919
2031,14990.1323754,-17597.111919
