year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,124789.64,9073.57,108624.15,174344.68
2018,125308.67,9203.6,108624.15,178072.34
2019,125753.55,9338.88,108624.15,180557.46
2020,126272.58,9476.48,108624.15,184285.12
2021,126791.61,9613.74,108624.15,186770.24
2022,127310.64,9752.83,108624.15,190497.9
2023,127829.67,9893.26,108624.15,192983.01
2024,128348.7,10037.12,108624.15,196710.68
2025,128867.73,10182.31,108624.15,200438.35
2026,129386.76,10329.31,108624.15,202923.46
2027,129905.79,10475.09,108624.15,206651.13
2028,130498.97,10619.93,108624.15,210378.8
2029,131092.15,10783.73,108624.15,214106.46
2030,131611.18,10943.3,108624.15,216591.57
2031,132204.35,11096.23,108624.15,220319.24
