year,Base case cost,Modeled water and wastewater efficiency
2017,54466.8220155,82550.1307512
2018,58553.7794101,85342.7897653
2019,63869.7322354,89237.5838042
2020,67013.2144527,91232.9481009
2021,69597.9732057,92752.9778947
2022,71865.3001536,94010.1681352
2023,73793.703217,94985.3233029
2024,75644.5392964,95908.4904469
2025,77660.5629968,96993.4470236
2026,79987.9467889,98368.5692077
2027,82064.1926303,99537.8236644
2028,84018.2110034,100614.519546
2029,86444.2768511,102120.789186
2030,88433.4378111,103256.74341
2031,90820.7312741,104757.876195
