year,Base case cost,Modeled residential energy efficiency
2017,104290.772861,111220.73445
2018,110453.971352,115231.201183
2019,118906.357854,120952.010727
2020,123132.551105,123552.248075
2021,125950.013273,125120.524874
2022,128063.109898,126178.776164
2023,121910.202399,119119.542978
2024,123064.168115,119469.8889
2025,124382.986076,119950.917006
2026,126196.360772,120800.996622
2027,127680.030979,121423.278456
2028,120624.222833,113607.734616
2029,122160.353881,114257.862577
2030,122928.419405,114377.690627
2031,124618.163558,115155.847845
