year,Base case cost,Modeled non-residential energy efficiency
2017,17017.3963154,21867.3590754
2018,18067.3963154,22767.056969
2019,19507.3963154,24060.277562
2020,20227.3963154,24636.9382988
2021,20707.3963154,24976.9585473
2022,21067.3963154,25200.2595712
2023,21337.3963154,25336.7644839
2024,21547.3963154,25416.3981804
2025,21787.3963154,25529.087338
2026,22117.3963154,25734.7603483
2027,22387.3963154,25883.3472709
2028,22597.3963154,25974.779806
2029,22897.3963154,26158.9912746
2030,23047.3963154,26195.9165304
2031,23377.3963154,26415.491981
