year,Base case diesel consumed,Modeled non-residential ashp
2017,20714.9181563,19814.9181563
2018,20714.9181563,19814.9181563
2019,20714.9181563,19814.9181563
2020,20714.9181563,19814.9181563
2021,20714.9181563,19814.9181563
2022,20714.9181563,19814.9181563
2023,19392.7758425,18492.7758425
2024,19392.7758425,18492.7758425
2025,19392.7758425,18492.7758425
2026,19392.7758425,18492.7758425
2027,19392.7758425,18492.7758425
2028,18070.6335288,17170.6335288
2029,18070.6335288,17170.6335288
2030,18070.6335288,17170.6335288
2031,18070.6335288,17170.6335288
