year,population
2003,49.0
2004,51.0
2005,53.0
2006,42.0
2007,45.0
2008,45.0
2009,49.0
2010,47.0
2011,49.0
2012,49.0
2013,49.0
2014,48.0
2015,48.0
2016,48.0
2017,47.0
2018,47.0
2019,47.0
2020,47.0
2021,47.0
2022,46.0
2023,46.0
2024,45.0
2025,45.0
2026,44.0
2027,44.0
2028,43.0
2029,43.0
2030,43.0
2031,42.0
2032,42.0
2033,41.0
2034,40.0
2035,39.0
2036,39.0
2037,38.0
2038,38.0
2039,37.0
2040,37.0
