year,Base case cost,Modeled non-residential energy efficiency
2017,9971540.69986,8766645.81079
2018,10308662.2988,9056587.79682
2019,10770643.7492,9460970.65331
2020,11007877.467,9660525.75428
2021,11157709.2887,9780666.58375
2022,11282569.1402,9878394.25402
2023,11357485.0511,9930895.40123
2024,11432400.962,9983769.47306
2025,11507316.8728,10037007.729
2026,11607204.754,10113405.8325
2027,11694606.65,10178749.1497
2028,11769522.5609,10233029.5404
2029,11856924.4569,10299043.254
2030,11919354.3826,10342576.2293
2031,12019242.2638,10420631.3824
