year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,32508.85,2397481.44,3750079.24,45801.21,7574059.26,1941593.05
2018,35387.11,2622045.68,3960024.63,46259.38,7686616.62,1952223.09
2019,39361.15,2929781.86,4256180.96,46969.42,7840861.89,1972808.35
2020,41243.85,3087808.55,4375745.61,47163.29,7920068.92,1971612.9
2021,42357.75,3187614.88,4428468.09,47211.72,7970094.41,1962808.33
2022,43231.81,3270786.82,4460836.42,47200.96,8011782.32,1951705.84
2023,43643.38,3320689.99,4456104.54,47075.11,8036795.07,1936363.3
2024,44024.82,3370593.15,4443536.0,46922.87,8061807.81,1918498.17
2025,44414.03,3420496.31,4429464.1,46785.88,8086820.56,1900484.79
2026,45011.74,3487033.87,4437218.78,46696.62,8120170.89,1886664.32
2027,45471.44,3545254.23,4428187.48,46559.12,8149352.42,1869293.36
2028,45846.24,3595157.39,4416126.72,46427.52,8174365.17,1853228.09
2029,46189.23,3653377.75,4376162.22,46185.01,8203546.71,1825807.54
2030,46362.68,3694963.72,4332168.35,45945.44,8224390.66,1801198.49
2031,46851.48,3761501.27,4316645.23,45785.95,8257740.99,1781582.92
2032,,,4306089.86,,,1764207.02
2033,,,4322782.14,,,1754912.85
2034,,,4330497.71,,,1742983.65
2035,,,4307236.93,,,1725813.89
2036,,,4303946.27,,,1711049.54
