year,Base case diesel consumed,Modeled diesel efficiency
2019,751953.589233,683594.17203
2020,749236.792416,681124.356742
2021,746821.861911,678928.965374
2022,744406.931407,676733.574007
2023,741765.601168,674332.364698
2024,738897.871194,671725.337449
2025,736181.074377,669255.522161
2026,733539.744138,666854.312853
2027,730672.014164,664247.285604
2028,728030.683925,661846.076295
2029,724181.888434,658347.171303
2030,720861.35899,655328.508173
2031,717616.296125,652378.451023
2032,715050.432464,650045.847695
2033,712937.368273,648124.880248
2034,710748.837504,646135.306822
2035,708182.973843,643802.703494
2036,705617.110182,641470.100166
2037,702824.846787,638931.678897
2038,700258.983126,636599.075569
