year,Base case diesel consumed,Modeled residential ashp
2017,1301680.2904,365405.144938
2018,1287746.40765,351471.262186
2019,1273812.52489,337537.379434
2020,1258136.9068,321861.761338
2021,1242461.2887,306186.143243
2022,1226785.67061,290510.525147
2023,1211110.05251,274834.907051
2024,1193692.69907,257417.553611
2025,1176275.34563,240000.200171
2026,1160599.72753,224324.582075
2027,1143182.37409,206907.228636
2028,1127506.756,191231.61054
2029,1103122.46118,166847.315724
2030,1082221.63706,145946.491596
2031,1063062.54827,126787.402812
