year,Base case cost,Modeled diesel efficiency
2019,1932520.72433,2339596.55024
2020,2067893.54707,2449004.32629
2021,2150846.96231,2511078.21489
2022,2218332.65559,2559403.15465
2023,2254967.42755,2579987.09194
2024,2290583.4007,2599942.98285
2025,2326332.19503,2620310.76718
2026,2376668.77101,2654224.49432
2027,2418524.36688,2680705.89882
2028,2453463.40483,2701170.67499
2029,2491185.69621,2724430.47816
2030,2515806.14288,2736038.10379
2031,2561890.17717,2767410.61139
2032,2609934.0785,2800811.42736
2033,2666385.75734,2842096.50841
2034,2722168.04764,2883008.24107
2035,2754831.76825,2903132.76652
2036,2808356.09852,2942445.77396
2037,2832384.13255,2955163.00122
2038,2885067.01048,2994143.98753
