year,Base case cost,Modeled residential energy efficiency
2017,393111.231296,369112.718262
2018,412365.51072,385396.951093
2019,437830.848022,406934.162256
2020,450252.963779,417440.118921
2021,458948.444809,424794.288586
2022,465159.502687,430047.266919
2023,481854.005353,446071.113902
2024,485678.385346,449320.646168
2025,490140.162005,453111.767145
2026,495239.33533,457444.476833
2027,499701.111989,461235.597809
2028,503525.491982,464485.130075
2029,508624.665307,468817.839763
2030,524924.082038,484638.216721
2031,530807.269927,489659.133019
2032,536036.770273,494122.169728
2033,541919.958163,499143.086027
2034,547803.146053,504164.002325
2035,551725.271312,507511.279857
2036,558262.146745,513090.075743
